CustomerID,PersonID,StoreID,TerritoryID,AccountNumber,rowguid,ModifiedDate
20221,8031,NULL,9,AW00020221,CF8379BD-FB70-4041-91E1-1E1F71CA0241,15:07.3
20222,8713,NULL,9,AW00020222,8AE86CF7-4BAF-4C05-B675-794C3EDB7EC3,15:07.3
20223,8055,NULL,9,AW00020223,9E6DC24A-B3C6-4D06-9FD9-C19D9584DA0A,15:07.3
20224,14457,NULL,9,AW00020224,40734167-5828-4A57-A55B-188425C579E7,15:07.3
20225,8539,NULL,9,AW00020225,AB39EA35-0B3F-4D82-9419-3C574E3E9B99,15:07.3
20226,17529,NULL,9,AW00020226,F51EEB59-F19A-4B9F-A73B-21630E3DB25A,15:07.3
20227,14141,NULL,9,AW00020227,07EB4C61-B579-48FC-8F87-49853907A850,15:07.3
20228,19461,NULL,9,AW00020228,86161A10-6837-49AE-B673-2CA75B096C2B,15:07.3
20229,17605,NULL,9,AW00020229,45CD2E67-40AE-44A9-8928-0003C29AC4DF,15:07.3
20230,19026,NULL,9,AW00020230,F320BA42-735E-4C09-A63D-BCCB1E5503D0,15:07.3
20231,17464,NULL,9,AW00020231,BDF6AB95-56C2-4F9B-B473-06D9C8B9B77B,15:07.3
20232,8415,NULL,9,AW00020232,1C4D148B-1228-4B07-8514-D58DDC2A53B3,15:07.3
20233,11508,NULL,9,AW00020233,847BE713-52F3-4BBA-BE95-D7C1A7ED567E,15:07.3
20234,10735,NULL,9,AW00020234,687727F1-C2FB-49C2-9502-2A609B60EFEC,15:07.3
20235,2608,NULL,9,AW00020235,9A8F578B-2DB3-49F9-800B-8B5FEB1FF3DC,15:07.3
20236,3803,NULL,9,AW00020236,74E8980A-A0DD-485C-A85F-5EB304ACF708,15:07.3
20237,6077,NULL,9,AW00020237,4BF29A6D-AAF2-433B-B74D-546D78B420F2,15:07.3
20238,3647,NULL,9,AW00020238,7F0926B1-C023-46C5-B468-56344FFC622E,15:07.3
20239,15120,NULL,9,AW00020239,79ECBA44-9B0C-4644-8A77-00586F35ECE6,15:07.3
20240,6117,NULL,9,AW00020240,19A2CD5F-004A-4482-B9FA-3456A3D4B07D,15:07.3
20241,3831,NULL,9,AW00020241,664CFB04-61FE-4A9A-8C9A-344E112DA6FF,15:07.3
20242,18137,NULL,9,AW00020242,6A87355F-5759-46F0-AE80-AB12D067FE6B,15:07.3
20243,13031,NULL,9,AW00020243,F2FD520E-6286-46E0-858A-BCA25F09F5F8,15:07.3
20244,12244,NULL,9,AW00020244,228901BB-3A20-4E69-AD4F-A10F772F3C62,15:07.3
20245,10170,NULL,9,AW00020245,7A333056-7E32-4531-A4A7-0170DDB07CF7,15:07.3
20246,4541,NULL,9,AW00020246,28DA7A17-59D5-45C4-81E9-C94C47C08C12,15:07.3
20247,19711,NULL,9,AW00020247,24EA5FBA-D220-401F-B34D-BBFA73909618,15:07.3
20248,15072,NULL,9,AW00020248,89A5D52D-2D31-4FDD-85BB-D6B05229B5B8,15:07.3
20249,8624,NULL,9,AW00020249,1361BCD5-3443-4182-B477-577C4964153B,15:07.3
20250,4865,NULL,9,AW00020250,6ECE76B1-282B-46CD-843B-2A59F5349448,15:07.3
20251,5471,NULL,9,AW00020251,A01085C5-C97E-480A-AC9C-7625076A348F,15:07.3
20252,8353,NULL,9,AW00020252,1A419E2D-C999-4DDE-90B0-17953E42AB26,15:07.3
20253,18968,NULL,9,AW00020253,80A1F07A-9E8E-4058-B336-74554A814572,15:07.3
20254,17821,NULL,9,AW00020254,5ADD01F7-C4DF-4BE1-BAF7-37506613F217,15:07.3
20255,3141,NULL,9,AW00020255,B9C7BD6C-1A5C-43BC-8E40-403BC2FC4E53,15:07.3
20256,13650,NULL,9,AW00020256,2A69141C-9B58-4F0A-B03A-CB0AB659F043,15:07.3
20257,11177,NULL,9,AW00020257,5936B6F0-71FA-4012-BD73-B70274474CFC,15:07.3
20258,8622,NULL,9,AW00020258,8C7E1B33-F50B-4B09-A218-70B42B763FDE,15:07.3
20259,11504,NULL,9,AW00020259,5F08C682-EC77-4928-8E96-691128F5193A,15:07.3
20260,17808,NULL,9,AW00020260,45776F70-FBD6-4E97-B78E-080DA2001366,15:07.3
20261,8927,NULL,9,AW00020261,397D7E0B-EAC3-4F9E-964E-F560C886CF73,15:07.3
20262,19508,NULL,9,AW00020262,DCE4EB0A-1B83-43E9-B4AF-8AB5BEB19E78,15:07.3
20263,6517,NULL,9,AW00020263,6A3E56EE-B7CC-4D79-8DC7-1C9FC304BD29,15:07.3
20264,10354,NULL,9,AW00020264,F03EC947-AF36-47FF-BB77-F2E22BC61A67,15:07.3
20265,6874,NULL,9,AW00020265,0C4469FB-D6E6-4261-B744-0774525E2717,15:07.3
20266,3060,NULL,9,AW00020266,A85C438E-96BD-41FE-93E4-EBE7D7FD1217,15:07.3
20267,19560,NULL,9,AW00020267,79A92F35-B342-45BA-A797-2E18178307D6,15:07.3
20268,18323,NULL,9,AW00020268,BBC1E7F8-69F9-4C8A-BF13-5EFEA3691224,15:07.3
20269,6059,NULL,9,AW00020269,353E9D96-FB80-4DAF-BAAF-172699AD4DE8,15:07.3
20270,16085,NULL,4,AW00020270,6D87E518-4198-4421-9891-687C14D0A11F,15:07.3
20271,3779,NULL,4,AW00020271,4A818C87-58E6-4362-8DB4-27FBDFCC99BE,15:07.3
20272,14038,NULL,1,AW00020272,FB10F3A8-9FAD-4FAE-8F1A-1F32D355AC0B,15:07.3
20273,10828,NULL,6,AW00020273,620D4878-4D5B-479A-BF98-87A7BF84C26C,15:07.3
20274,17986,NULL,1,AW00020274,2C10A803-7426-4B08-A688-26902D06C114,15:07.3
20275,8006,NULL,1,AW00020275,BE614F6B-0D44-473B-B46E-B3EAB864877B,15:07.3
20276,3372,NULL,1,AW00020276,68B60A2C-B487-4F8F-A473-A6DCACC7E66B,15:07.3
20277,10876,NULL,9,AW00020277,E1ED392E-9027-49A1-954A-C33544A09D6E,15:07.3
20278,12016,NULL,4,AW00020278,52E70EF2-91F3-47AD-9ECD-D16C62A8F7A5,15:07.3
20279,12822,NULL,4,AW00020279,580B4D45-6103-47E3-A653-8FD8792CE080,15:07.3
20280,18788,NULL,6,AW00020280,CB770507-05DD-4F12-A643-B0994E6C7C78,15:07.3
20281,5124,NULL,1,AW00020281,8E1A5A6C-A241-449F-A56C-6B07EF8F186B,15:07.3
20282,4743,NULL,9,AW00020282,0AD38182-A65C-45CC-8524-76DE0C534069,15:07.3
20283,20601,NULL,9,AW00020283,73E07069-806F-46EB-8169-0639AE8E28CE,15:07.3
20284,9742,NULL,9,AW00020284,02E20FC6-300A-4425-BF21-712C4AE9DF07,15:07.3
20285,5508,NULL,1,AW00020285,76BEFB9E-E4D2-47B4-A542-884941F6FB7D,15:07.3
20286,17595,NULL,4,AW00020286,9475A631-33AF-4008-BD60-AFA8E16D7809,15:07.3
20287,20094,NULL,4,AW00020287,DFE8FA3E-D3D6-447B-AB92-2407816FF6B0,15:07.3
20288,4056,NULL,4,AW00020288,9C6A6526-17C8-4649-BCB9-90929DD4B454,15:07.3
20289,8444,NULL,4,AW00020289,2FCD506F-0657-4889-93CD-65DFA7D6E5CE,15:07.3
20290,6255,NULL,4,AW00020290,8463C6EF-B032-421D-AA8B-6B5B82FD91A4,15:07.3
20291,12026,NULL,4,AW00020291,FC6E1797-E442-4F54-AE99-F7B783573F13,15:07.3
20292,2955,NULL,4,AW00020292,8E825112-A0E2-45C3-B692-02037391C476,15:07.3
20293,11352,NULL,4,AW00020293,A8A22B9F-8969-4E1E-8311-11FDE038CEC1,15:07.3
20294,11039,NULL,4,AW00020294,9E962EB4-F32F-4161-BBED-EC112ED9EB2B,15:07.3
20295,18019,NULL,1,AW00020295,D64CAE74-B8B0-4BC7-8508-DED87688A29E,15:07.3
20296,20748,NULL,4,AW00020296,E4EF5CCE-08A6-41D2-8FE7-56DB8FC08FF5,15:07.3
20297,17494,NULL,4,AW00020297,D7413A32-21B0-468F-A261-F482D60EFD6D,15:07.3
20298,8128,NULL,4,AW00020298,370822F0-A1E9-4C5D-9F66-099B5B17F61C,15:07.3
20299,19081,NULL,6,AW00020299,D60ED09B-AD62-4139-BA60-3AF81253778B,15:07.3
20300,4398,NULL,6,AW00020300,1FC19F9E-6F61-4BF1-A969-1D9307FC1FF3,15:07.3
20301,16563,NULL,1,AW00020301,70D78860-08B9-4A8E-A2A1-6270596C2AE1,15:07.3
20302,8635,NULL,4,AW00020302,3D358991-F5AC-464A-AA93-5B1328119034,15:07.3
20303,14950,NULL,4,AW00020303,374D20B9-5BDC-4FE1-A5E4-AC76E7EE3EBA,15:07.3
20304,15729,NULL,1,AW00020304,A47D23F7-7230-4A5B-84B7-F1331A2442EA,15:07.3
20305,5535,NULL,4,AW00020305,44FBF64C-DEFE-4707-8E3D-F096B164FDD5,15:07.3
20306,10346,NULL,4,AW00020306,858B42F1-15FD-48C5-BA5C-E5177A483656,15:07.3
20307,2692,NULL,4,AW00020307,A6F7D828-FB59-4A69-A7A2-13DD0C401995,15:07.3
20308,9597,NULL,4,AW00020308,3F523938-465C-409E-9191-9D736370E62A,15:07.3
20309,8733,NULL,9,AW00020309,54E896E1-C1A2-42E3-9B77-8910CC3E437A,15:07.3
20310,14546,NULL,4,AW00020310,D90D9784-EE0D-439E-B352-151DB7A93DC0,15:07.3
20311,15026,NULL,4,AW00020311,30BF524C-5E91-4702-B389-A2F6AE71DE8C,15:07.3
20312,18021,NULL,6,AW00020312,DE215AB1-7621-4224-8815-F46CFFC68533,15:07.3
20313,13363,NULL,1,AW00020313,A1F413B4-7D74-4889-BF29-555E684C5A44,15:07.3
20314,16839,NULL,9,AW00020314,88A74A2B-0DDE-4BE9-A831-C3AF19463D6F,15:07.3
20315,14572,NULL,1,AW00020315,B951AE72-62C7-4792-97D9-8DAFB5BDF7EA,15:07.3
20316,4997,NULL,9,AW00020316,01657DC5-DA39-4497-AE96-223313D8CF4A,15:07.3
20317,16805,NULL,9,AW00020317,D38A5189-B628-4A3B-BFE6-D66246547516,15:07.3
20318,9595,NULL,6,AW00020318,7ED5E324-BEE3-4DFD-856C-01F1C65FFB51,15:07.3
20319,6975,NULL,1,AW00020319,1688AB3F-BACF-4E0D-AB86-E7DB571F5E99,15:07.3
20320,4568,NULL,4,AW00020320,F2CEE186-469E-47F8-8756-4B4D0110081E,15:07.3
20321,12254,NULL,4,AW00020321,278D60D0-B4D6-49E3-AE2C-D7853331E802,15:07.3
20322,19742,NULL,1,AW00020322,DADC59F0-79F1-464B-A1D4-70795482B608,15:07.3
20323,6604,NULL,1,AW00020323,ABEA198C-2EC3-4C19-A87F-4234824298DB,15:07.3
20324,12445,NULL,4,AW00020324,401F0D7A-35B0-4DFB-ACF7-080F42C809C2,15:07.3
20325,4839,NULL,4,AW00020325,5728EDD9-D411-4E8D-B3DE-622B7859388E,15:07.3
20326,7774,NULL,4,AW00020326,9BB3C42C-E190-4027-A69E-8F70A0C2D771,15:07.3
20327,10059,NULL,4,AW00020327,0A8BE7B9-B061-4FB3-84C6-90C7F9785212,15:07.3
20328,9962,NULL,4,AW00020328,C3EBC7B1-B296-4B19-9685-183320230DC1,15:07.3
20329,5676,NULL,4,AW00020329,069C7144-61F3-4A9A-89EE-F09DC9CFD3EC,15:07.3
20330,17826,NULL,6,AW00020330,7FF8E195-AEAC-4962-BD7F-3185D9481F70,15:07.3
20331,14823,NULL,1,AW00020331,B30D4BD9-528C-4709-8431-09595C416FAB,15:07.3
20332,14758,NULL,1,AW00020332,F484D008-67B4-4BD1-A2DB-21F221180FE9,15:07.3
20333,12202,NULL,1,AW00020333,A10FBE2B-6BB9-4203-8F9C-E28509F00CF6,15:07.3
20334,4042,NULL,4,AW00020334,25583BAA-BA14-43E9-8DBC-D6A516B43C2C,15:07.3
20335,5250,NULL,4,AW00020335,8D8AEADF-BF09-491D-BD42-274AAB5016E5,15:07.3
20336,4736,NULL,4,AW00020336,3BF11797-347B-4FE2-8935-CA0C6AF3E31B,15:07.3
20337,4412,NULL,4,AW00020337,181F5C7C-52E0-4C42-9AE5-72AE2E3490E0,15:07.3
20338,3646,NULL,4,AW00020338,096581D4-9E7C-450C-8427-2FA69EC3A529,15:07.3
20339,20625,NULL,4,AW00020339,DBF09CD5-E3A3-47F4-8644-880C1D441D5A,15:07.3
20340,7989,NULL,4,AW00020340,15327BF1-39A2-4E77-97C6-B8889A2E48BC,15:07.3
20341,18458,NULL,6,AW00020341,BB034DB2-D1A9-49C8-B393-BF6F22A021F9,15:07.3
20342,5808,NULL,1,AW00020342,AC429739-3FAF-484E-8BE3-31144641AD1B,15:07.3
20343,10104,NULL,1,AW00020343,CD235387-4B93-4AF0-A06C-2A83878A262C,15:07.3
20344,7791,NULL,4,AW00020344,111A5454-A2AD-4551-BB0D-363B24678B29,15:07.3
20345,7674,NULL,4,AW00020345,2BE4258D-9DAE-41D0-BD6E-AE9B6FF9BFE0,15:07.3
20346,7155,NULL,4,AW00020346,E3179A61-2403-4F85-AE42-81CF61CA5CE2,15:07.3
20347,9572,NULL,4,AW00020347,2094D3C7-4CFE-45F5-A61F-998DA7E862E7,15:07.3
20348,9264,NULL,4,AW00020348,03117182-0759-4038-8F5E-BBAEAF5C02EF,15:07.3
20349,11454,NULL,4,AW00020349,95CC1F08-BC3E-4DDC-B06E-6B09E9C53C11,15:07.3
20350,9711,NULL,6,AW00020350,42E7EB07-E5BD-4AB0-9FC6-47AE3AC6F1C3,15:07.3
20351,9824,NULL,4,AW00020351,7C1843D2-67BC-4608-B928-652B5023B48B,15:07.3
20352,7346,NULL,1,AW00020352,3C631AE8-A8B7-4436-ABEA-B707C649E3BB,15:07.3
20353,9697,NULL,4,AW00020353,B893F6BD-9F47-4FF8-A752-B2436359675D,15:07.3
20354,18165,NULL,6,AW00020354,09494FBB-20FC-46BF-BE31-1B75C0D6C70A,15:07.3
20355,8270,NULL,1,AW00020355,31D23BD1-B49E-4AEE-AEF1-E281D46A3709,15:07.3
20356,13041,NULL,1,AW00020356,6AB070B3-66A0-43DB-B81D-E24EE49A05B9,15:07.3
20357,12787,NULL,1,AW00020357,DACC2221-D832-430C-BC60-8E4071FA37DC,15:07.3
20358,15087,NULL,1,AW00020358,F8C7B5F6-8F9A-461D-BF18-8D12048CD859,15:07.3
20359,19701,NULL,4,AW00020359,FA4BE25E-3D3D-430D-A5B1-6447EB779D5C,15:07.3
20360,19278,NULL,4,AW00020360,8385436A-BC24-4F08-918B-F962473A9AA9,15:07.3
20361,14480,NULL,1,AW00020361,A95806E8-C23D-4398-B9C6-647EE8725F59,15:07.3
20362,4354,NULL,1,AW00020362,EF1318D3-AC36-4149-8646-818AA8F53B54,15:07.3
20363,18182,NULL,4,AW00020363,2BC3F431-6548-47A6-A178-6B9D5A8CCAD6,15:07.3
20364,11596,NULL,4,AW00020364,16CD868A-759F-43D3-841E-36CB8F4D02E6,15:07.3
20365,16788,NULL,1,AW00020365,819110E9-A7AB-4138-86A5-6F802F81F7A2,15:07.3
20366,13828,NULL,4,AW00020366,11871670-2722-488C-8947-7EE1A8E547C0,15:07.3
20367,12096,NULL,4,AW00020367,9A1A2FCE-4002-45A9-B30B-CC8A50919B22,15:07.3
20368,17424,NULL,4,AW00020368,9496F812-1CFC-4D74-8BB2-AFCAE91BFB51,15:07.3
20369,12818,NULL,1,AW00020369,CE1358F7-0EBC-4677-A288-83EC5E0CCF9C,15:07.3
20370,4184,NULL,1,AW00020370,3F2FD67A-B187-41C4-B027-97704703473D,15:07.3
20371,19670,NULL,4,AW00020371,AE42F843-4A39-439B-A4E5-EFB158272948,15:07.3
20372,9325,NULL,1,AW00020372,3C459D73-E08D-46C3-9DA4-983212FB6804,15:07.3
20373,11166,NULL,6,AW00020373,FE542B54-5440-4337-BD36-C49CC90FAA61,15:07.3
20374,3889,NULL,4,AW00020374,AF6EA848-B470-4CDF-B714-85ABC7EB2320,15:07.3
20375,19351,NULL,6,AW00020375,66E8AEFE-C976-436A-BF2D-D15112E619F3,15:07.3
20376,11515,NULL,4,AW00020376,210E29DE-802B-4646-A2A5-94CB4F9A8635,15:07.3
20377,15434,NULL,1,AW00020377,FC3F9755-EE00-492B-AF83-32BE8EC34920,15:07.3
20378,5988,NULL,1,AW00020378,A15874B5-0A96-4C1E-8EB4-DD56A28BA8F9,15:07.3
20379,17533,NULL,4,AW00020379,0F73BD16-AEEE-413C-9A76-6779B13D2756,15:07.3
20380,9119,NULL,6,AW00020380,6EC9B0EF-823A-4D6E-8497-988F95B0802E,15:07.3
20381,13584,NULL,1,AW00020381,9198EB83-436F-4298-82F8-9D41F3AF3A9F,15:07.3
20382,16941,NULL,4,AW00020382,90C5ECF9-2558-4010-9799-A53BB272EDD9,15:07.3
20383,4563,NULL,1,AW00020383,22DD9D94-26D9-4424-BF4E-E645C26145AE,15:07.3
20384,16268,NULL,4,AW00020384,2A4A3D89-6A0E-4380-A03A-57648CF81752,15:07.3
20385,5392,NULL,1,AW00020385,BA073C4F-03B2-4B7A-844A-AAD37F238621,15:07.3
20386,3685,NULL,4,AW00020386,FC7E9AA8-0FBE-443D-8685-7FC1B4E4A89C,15:07.3
20387,16890,NULL,4,AW00020387,FEE8561C-A374-49E3-BECF-2B0E452B8C58,15:07.3
20388,18758,NULL,1,AW00020388,D7EF530E-F7DB-4FE3-9B0B-469BF2A9B1D8,15:07.3
20389,14407,NULL,1,AW00020389,B99F16A7-31FE-4ED1-A243-57B2C75144B1,15:07.3
20390,11823,NULL,1,AW00020390,E6599078-9021-4961-8769-7820D313697B,15:07.3
20391,18813,NULL,4,AW00020391,724618F2-151B-4907-95E0-2F0055EB89CE,15:07.3
20392,20043,NULL,4,AW00020392,A8822D09-9B73-4E71-8622-92DAA4E88217,15:07.3
20393,11138,NULL,4,AW00020393,CDF68994-CA86-4DCA-966B-311689C03E42,15:07.3
20394,19561,NULL,1,AW00020394,1E075EC8-6A93-47EE-9E47-CF7DF2300693,15:07.3
20395,2919,NULL,4,AW00020395,28D55084-BEC7-486C-AC2F-D6D24B59CF52,15:07.3
20396,5401,NULL,4,AW00020396,C96AA969-16D8-47F2-A0DA-4EFF487595EA,15:07.3
20397,14468,NULL,4,AW00020397,CE4BCFB5-341A-4DD1-9882-4F3F7C3B2152,15:07.3
20398,9414,NULL,4,AW00020398,16A3C8A8-7B57-4BDC-9EE8-A8281A5AF001,15:07.3
20399,18202,NULL,1,AW00020399,12010C96-8782-4DB8-AC49-8FB511DB070A,15:07.3
20400,2875,NULL,4,AW00020400,57B25D78-E272-4ED3-B9D6-DE987CFFB9A3,15:07.3
20401,13034,NULL,4,AW00020401,48E96544-3629-4957-A89F-3A031F92DD6C,15:07.3
20402,17968,NULL,9,AW00020402,6AE672F3-B2F7-49FA-8091-C32CBF79999A,15:07.3
20403,17134,NULL,9,AW00020403,C2B31773-C9E9-46A1-8F78-A90C38D46B74,15:07.3
20404,18291,NULL,9,AW00020404,B71B786D-5ADB-4A2D-97A4-510ECE17D47A,15:07.3
20405,16186,NULL,4,AW00020405,17E1FD8E-EC5F-4E39-9A5B-6EDF1667FE7B,15:07.3
20406,14271,NULL,9,AW00020406,3C1DCAAB-38DE-4E8A-9FEA-A2BFB2321971,15:07.3
20407,16093,NULL,9,AW00020407,49BEBBAD-4178-42BF-8A91-89286B7DEFC1,15:07.3
20408,14941,NULL,1,AW00020408,0109FC1B-1672-454C-A12B-791E08EA7241,15:07.3
20409,10999,NULL,1,AW00020409,B03CD15E-8218-4E8B-8945-81243F3FC679,15:07.3
20410,5095,NULL,1,AW00020410,E49414D2-B692-4C47-B7D3-C14B4191BD8A,15:07.3
20411,14013,NULL,4,AW00020411,89ABDC8E-0C89-4D8B-A9B6-B1C30A9148BD,15:07.3
20412,18009,NULL,4,AW00020412,08DBB14E-4425-4524-9CFF-2C787131592E,15:07.3
20413,3590,NULL,4,AW00020413,2F389930-48A3-402C-BDDB-D2D81A0CA5DD,15:07.3
20414,3000,NULL,4,AW00020414,B882C1BF-D18F-43E5-AE90-A3A7F8FA16A2,15:07.3
20415,3096,NULL,9,AW00020415,3963758E-9FA9-4D6F-BD27-CC85510D4ED8,15:07.3
20416,5349,NULL,9,AW00020416,809D856A-82CD-4C6A-8F68-765A2646991F,15:07.3
20417,10873,NULL,9,AW00020417,CD6443AE-8A34-4694-9B1D-72262E40B8D9,15:07.3
20418,11067,NULL,9,AW00020418,3E73306B-632D-4D16-8130-4956AB8A63A5,15:07.3
20419,15747,NULL,9,AW00020419,4EEEB846-4950-4F01-92DC-A38D0F8B2D70,15:07.3
20420,3117,NULL,9,AW00020420,052884B2-AF3F-4F0E-8E10-326690EC67A1,15:07.3
20421,19472,NULL,4,AW00020421,6FF404E3-ED62-4E58-8E18-2A1377164CF0,15:07.3
20422,3251,NULL,4,AW00020422,BF1A8913-AAE7-4DDA-8689-9DE2DBDEF1DA,15:07.3
20423,19806,NULL,9,AW00020423,BF9069E4-DEDE-488D-A743-C05DCDA92EF9,15:07.3
20424,10106,NULL,9,AW00020424,5C533BC5-99F4-4199-928F-7E61D616E1A2,15:07.3
20425,14179,NULL,9,AW00020425,9992C19E-A5B5-4062-983D-4E7CC9DFC297,15:07.3
20426,15910,NULL,9,AW00020426,52D81AD3-8990-4281-A5EA-B175A046B62C,15:07.3
20427,16818,NULL,9,AW00020427,6933AAE0-9A47-4610-9612-45AC2779F079,15:07.3
20428,18015,NULL,9,AW00020428,CB341582-D88C-4193-8241-DFD2707DBB0D,15:07.3
20429,18264,NULL,9,AW00020429,A6BDB0AA-3046-4DBF-92D3-64719A8B1298,15:07.3
20430,9091,NULL,9,AW00020430,5C0FC3DA-2CDA-4282-B75B-CC1A8F018D92,15:07.3
20431,20469,NULL,1,AW00020431,F30EE02A-5F97-44E3-91D0-F278C0532E86,15:07.3
20432,14246,NULL,1,AW00020432,027C4E80-DC94-421F-B24C-FF4B8AD70C8B,15:07.3
20433,11583,NULL,1,AW00020433,9AFE77B6-277A-479F-B47D-8AC7FBD95372,15:07.3
20434,5985,NULL,4,AW00020434,AE07D03C-E08B-47F8-AA19-BC097AD277A0,15:07.3
20435,10203,NULL,4,AW00020435,93D3FDD0-21A1-4275-A897-500D5B920F0D,15:07.3
20436,3658,NULL,4,AW00020436,1AFE7D71-2053-4BA0-B84D-63B3066EB957,15:07.3
20437,8553,NULL,4,AW00020437,632E032E-C7BE-4992-B576-26B077952511,15:07.3
20438,16738,NULL,4,AW00020438,1485D12B-35B1-4995-BC7A-2E3A23529C5E,15:07.3
20439,20236,NULL,4,AW00020439,7C7A4929-B263-4687-8A57-A8EAF8E80D75,15:07.3
20440,2813,NULL,4,AW00020440,4D461CFF-2F08-4949-A606-4F2B2CE67F1A,15:07.3
20441,3958,NULL,6,AW00020441,09271ECF-BB00-4DFF-8C9A-96C9F7C17F1B,15:07.3
20442,18285,NULL,4,AW00020442,E3EF039E-F8E3-4A0C-A7E7-12D6F2ED91A6,15:07.3
20443,14803,NULL,4,AW00020443,5B0FAE43-E8A1-4F08-A6BD-FB5E398DEAC2,15:07.3
20444,4879,NULL,9,AW00020444,4427B4B1-C272-48F5-9739-E0D4F63A5026,15:07.3
20445,11585,NULL,9,AW00020445,07712767-B09A-439D-801F-5CB5FB3CE207,15:07.3
20446,12662,NULL,9,AW00020446,0D9B6EED-C67E-4133-8E2A-8EC9C321554D,15:07.3
20447,4719,NULL,9,AW00020447,B082DC50-3003-4E35-838D-E02D68990BA3,15:07.3
20448,18394,NULL,9,AW00020448,06291670-0CD0-4B71-86D8-766715194448,15:07.3
20449,11380,NULL,4,AW00020449,7DEE371A-F10A-4AEE-B8F3-354025D6F512,15:07.3
20450,13183,NULL,9,AW00020450,274580B6-1629-4AA1-B175-E8CB717A3405,15:07.3
20451,12145,NULL,9,AW00020451,93EA5273-644D-43C4-8B27-DE8B134A6D5F,15:07.3
20452,12102,NULL,9,AW00020452,810254BD-7A7E-45AB-9DB5-AEADE2D88615,15:07.3
20453,3916,NULL,9,AW00020453,67CDD31B-88C4-4848-A8AF-2383C43896DA,15:07.3
20454,3862,NULL,9,AW00020454,00731276-AB7A-4EDC-B06E-19B34BA56034,15:07.3
20455,10875,NULL,9,AW00020455,672571FC-6B60-41A3-873B-E25D51591566,15:07.3
20456,2824,NULL,9,AW00020456,61D7C0F5-26DC-4A5C-A138-436E2518CBB2,15:07.3
20457,2761,NULL,1,AW00020457,165C6724-2A40-4947-99B9-DCC2FDCCDE30,15:07.3
20458,2987,NULL,4,AW00020458,E6EB10BD-0E58-4B17-85AA-90B8C487EAE5,15:07.3
20459,3260,NULL,4,AW00020459,2F0C3799-0301-4E18-B153-3DE65F195F0E,15:07.3
20460,18127,NULL,9,AW00020460,50792354-3498-4BE9-9A25-E9F66BFB72BC,15:07.3
20461,9907,NULL,4,AW00020461,D2760407-FB22-4A14-AF88-FA308174E759,15:07.3
20462,10000,NULL,4,AW00020462,EEC97945-AA9C-47C1-B687-150B7F11584E,15:07.3
20463,19873,NULL,4,AW00020463,C1A71B08-413F-4091-987C-0D50E00D92B2,15:07.3
20464,20716,NULL,1,AW00020464,B27646E4-0D1F-4A2E-894B-98752556AF26,15:07.3
20465,7474,NULL,4,AW00020465,ECA90732-6ECF-47F5-99EB-D37FCE0DF84C,15:07.3
20466,6748,NULL,4,AW00020466,9D2C8FE7-EB38-40C3-8601-0CD2D49845A7,15:07.3
