CustomerID,PersonID,StoreID,TerritoryID,AccountNumber,rowguid,ModifiedDate,VIP
31,NULL,942,7,AW00000031,EFFA209A-A110-4F94-887D-E50E44FB06EA,15:07.3,0
32,NULL,1008,8,AW00000032,B9A28813-542A-4FBF-AE79-BAD64A5E133B,15:07.3,0
33,NULL,1342,9,AW00000033,E6D92B96-FA82-41C0-8945-66A8A5EC017B,15:07.3,0
34,NULL,940,10,AW00000034,9EDDA794-7862-4FF4-B8E2-528847CAB2BD,15:07.3,0
35,NULL,1006,2,AW00000035,8D74B6B9-6C96-44A5-BEC4-0E9736D191BE,15:07.3,0
36,NULL,1344,2,AW00000036,53C0491D-8AE8-4B16-A830-2078FDDF46AD,15:07.3,0
37,NULL,938,1,AW00000037,C6EBB29A-CC67-459C-90E3-339E0F912906,15:07.3,0
38,NULL,1004,1,AW00000038,E5EDA3F3-4EF1-4806-BD36-E61F3CB2E044,15:07.3,0
39,NULL,1346,3,AW00000039,6808B1ED-3C9A-401D-B284-9AC31166D9EB,15:07.3,0
40,NULL,936,4,AW00000040,AA5E28F6-16C8-4D80-894E-17531F2CF972,15:07.3,0
41,NULL,1002,4,AW00000041,E1BA20ED-DA19-4392-A8A8-C2E670438FFB,15:07.3,0
42,NULL,1348,4,AW00000042,64ACD300-337D-4D39-A2C4-FD5972611934,15:07.3,0
43,NULL,1290,1,AW00000043,9E449D3E-5D79-4F65-A4F1-10DD3B0E0766,15:07.3,0
44,NULL,1000,5,AW00000044,FB4B073C-6B38-4233-83FE-4236558F4754,15:07.3,0
45,NULL,1350,5,AW00000045,B50043ED-C66B-4130-BEBC-07D413043991,15:07.3,0
46,NULL,1288,6,AW00000046,21849ECF-88C2-4574-89D5-397B84DF1D0F,15:07.3,0
47,NULL,998,6,AW00000047,0D9ABE85-D952-432D-831A-8BEB7F4E49D0,15:07.3,0
48,NULL,1352,6,AW00000048,E656589A-198F-454F-B02F-9CE324457BDF,15:07.3,0
49,NULL,1286,7,AW00000049,F3DFA401-85C6-4118-B5C5-6554310A1192,15:07.3,0
50,NULL,996,8,AW00000050,0A3E846A-2DCC-4B6E-8AB3-968B5AB859F4,15:07.3,0
51,NULL,1354,9,AW00000051,E4C69E3E-BE4B-4DCD-B2F0-1237B391BC44,15:07.3,0
52,NULL,1284,10,AW00000052,8FB34B30-B19D-4AEC-B02E-F1BE942800E5,15:07.3,0
53,NULL,994,2,AW00000053,81D3B740-DCF1-4F23-A5E3-D81353280016,15:07.3,0
54,NULL,1356,2,AW00000054,123B3EBF-4EB0-442A-8482-A4E001CCCF89,15:07.3,0
55,NULL,1282,1,AW00000055,F5D3997B-AD06-46A0-94AF-A4460F4BE471,15:07.3,0
56,NULL,992,1,AW00000056,570B1682-9BB1-4359-984D-8F728E3D6973,15:07.3,0
57,NULL,1358,3,AW00000057,7FF17923-E670-4F42-87A3-A6D1AF18EA05,15:07.3,0
58,NULL,1280,3,AW00000058,E324FEE8-1EE7-4B96-854E-CFDA7B0CBBC8,15:07.3,0
59,NULL,990,4,AW00000059,60708606-604C-44BE-90E1-3A0925B8060E,15:07.3,0
60,NULL,1360,4,AW00000060,A029F31E-433B-4FA4-B442-B291D16A1B9F,15:07.3,0
61,NULL,1278,4,AW00000061,CCC53B43-66A6-47F6-A38E-5DD7CFAFEAA6,15:07.3,0
62,NULL,988,5,AW00000062,359BB644-407D-4C24-AB98-E637AEE7C81E,15:07.3,0
63,NULL,1362,5,AW00000063,76E2E4C3-B1BA-4CB2-B410-A4D48BA886E5,15:07.3,0
64,NULL,1276,6,AW00000064,E6B6F92D-4AC6-4BC7-BF6B-2F3C67498DE7,15:07.3,0
65,NULL,986,6,AW00000065,7E082443-8AF6-4BB6-A0F5-1586271D1F2C,15:07.3,0
66,NULL,782,6,AW00000066,E91E0048-9A25-489B-96C1-D726DA68FB7C,15:07.3,0
67,NULL,1274,7,AW00000067,51CE3843-FC98-453E-8CF1-7EA145235D0F,15:07.3,0
68,NULL,532,8,AW00000068,2138DEF5-80EB-4D95-B340-706BCD60ADDA,15:07.3,0
69,NULL,784,9,AW00000069,64841B37-3A25-416A-A129-E9AAA2EFF4CD,15:07.3,0
70,NULL,1272,10,AW00000070,89E10B04-064E-4313-8203-91FA98A01B11,15:07.3,0
71,NULL,530,2,AW00000071,91CC8AC7-27E5-437C-B940-DB47692754D3,15:07.3,0
72,NULL,786,2,AW00000072,0DA3081D-FDC7-4005-B77D-E5AFD8C15DE6,15:07.3,0
73,NULL,1270,1,AW00000073,9D5C135E-BD60-46E0-B371-843391637827,15:07.3,0
74,NULL,528,1,AW00000074,73485E57-076D-4B10-BB48-6043DD873582,15:07.3,0
75,NULL,788,4,AW00000075,55CFED0E-1A7B-409C-9AFF-297065965870,15:07.3,0
76,NULL,1268,3,AW00000076,5227D299-B05E-4D6C-A1C9-DA63154869BA,15:07.3,0
77,NULL,556,4,AW00000077,B3F9113C-8FCE-47E1-9F04-38A0C68917C6,15:07.3,0
78,NULL,790,4,AW00000078,8C8083AB-7943-44FA-B1AD-8E3ABD5D66EE,15:07.3,0
79,NULL,1266,3,AW00000079,010D8AA6-CEBA-4097-9E67-3B2A9674FD5F,15:07.3,0
80,NULL,554,5,AW00000080,98DCB8C4-E7C0-43E7-B429-2CB4D8A8D90D,15:07.3,1
81,NULL,792,5,AW00000081,E25E3769-CADC-4DA6-9120-09C3B2205475,15:07.3,1
82,NULL,1264,6,AW00000082,92618ECE-2254-4852-B3B3-46ED2E0E3E1A,15:07.3,1
83,NULL,552,6,AW00000083,8E01F170-64D3-4B74-82E1-D1691AE9F37C,15:07.3,1
84,NULL,794,6,AW00000084,45A614CE-3137-4A12-8296-24048C18F320,15:07.3,1
85,NULL,1262,7,AW00000085,B44000F5-901B-4134-979D-F9A9BEA5A598,15:07.3,0
86,NULL,636,8,AW00000086,2A8B2702-4644-4002-90E4-99A8ADBA5261,15:07.3,0
87,NULL,796,9,AW00000087,07FB8B21-FB06-49F8-8CD5-9956273CD78A,15:07.3,0
88,NULL,1260,10,AW00000088,11FEDA31-15B6-4F08-9357-355371D4D928,15:07.3,0
89,NULL,634,2,AW00000089,A34FE994-1098-439F-A042-EE670BF2FA33,15:07.3,0
90,NULL,798,5,AW00000090,6FC7D1F9-11E6-4574-90B3-7AA6FFC1EBD9,15:07.3,0
91,NULL,1258,1,AW00000091,9F314FC3-9644-4412-A90A-5483F75F665B,15:07.3,0
92,NULL,632,1,AW00000092,672412C3-5D5D-488B-B176-E3DAFAD05D70,15:07.3,0
93,NULL,800,4,AW00000093,249B42C2-8EAE-49F1-A560-A90837748654,15:07.3,0
94,NULL,1256,4,AW00000094,65BE08DA-DFB7-4BC8-AA5C-FAD98B82524E,15:07.3,0
95,NULL,630,4,AW00000095,EA0BC621-9466-4F04-BBFF-3B361C6F9057,15:07.3,0
96,NULL,1308,4,AW00000096,BAC5B4DA-00B0-4BF1-816A-1E39F676BF9B,15:07.3,0
97,NULL,1254,4,AW00000097,355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D,15:07.3,0
98,NULL,734,5,AW00000098,7D37485D-A4CF-4C08-8D3C-364DEEC7C841,15:07.3,0
99,NULL,1310,5,AW00000099,8583A63E-3459-44C7-8736-A92E0A7135F2,15:07.3,0
100,NULL,1252,6,AW00000100,E789F6DD-3159-4DDC-81A8-8571C571656E,15:07.3,0
101,NULL,732,6,AW00000101,67AD4F37-2467-4438-A749-D947BEEC3A92,15:07.3,0
102,NULL,1312,6,AW00000102,959CF74B-1004-43F5-9AB7-4CDD482C847D,15:07.3,0
103,NULL,1894,7,AW00000103,22390E6F-AC5F-4DED-8EE5-91C1302C7FA2,15:07.3,0
104,NULL,730,8,AW00000104,FFBE0510-53BE-46D9-9406-63AFEE95DE3A,15:07.3,0
105,NULL,1314,9,AW00000105,F9387EA3-EF35-49B2-B535-E02368D2C0FD,15:07.3,0
106,NULL,1892,10,AW00000106,AAFBF7D5-8759-4962-9DEB-77C6E22875F4,15:07.3,0
107,NULL,728,2,AW00000107,9522CA57-0246-496A-AE49-D9821CD67817,15:07.3,0
108,NULL,1316,2,AW00000108,D1E756E0-A0D1-43D6-A7CB-AC5C5EF404E7,15:07.3,0
109,NULL,1890,1,AW00000109,7585790B-6034-4520-A383-9FA1E8B3E76E,15:07.3,0
110,NULL,1888,1,AW00000110,82C2F3F0-63B8-46CC-AEDC-3A856956EF04,15:07.3,0
111,NULL,726,3,AW00000111,0122151A-9140-4663-A3EB-A442D88BC1BB,15:07.3,0
112,NULL,1318,4,AW00000112,5035E4D6-3758-4FA6-A462-2E2ECF52E6F0,15:07.3,0
113,NULL,1886,4,AW00000113,8A84966C-5D38-41CA-990F-AD107558A6B8,15:07.3,0
114,NULL,724,4,AW00000114,BCC5AE61-8214-44A1-A43C-FBD65C3745AE,15:07.3,0
115,NULL,1320,1,AW00000115,080F7047-8396-4CEC-AB43-56CF41DE4E00,15:07.3,0
116,NULL,1884,5,AW00000116,061C4697-F808-4C31-823E-5E8E60EFE0AA,15:07.3,0
117,NULL,722,5,AW00000117,18406109-F4AC-4F30-A96F-4E056996DE56,15:07.3,0
118,NULL,1322,6,AW00000118,5FEAFBD2-4A43-4641-8E94-B3059B2A882E,15:07.3,0
119,NULL,1882,6,AW00000119,D13245EF-8267-4CB4-87C9-C23155D33E93,15:07.3,0
120,NULL,720,6,AW00000120,25863C18-4C9A-4BC9-BE0D-95F4CF67BF7D,15:07.3,0
121,NULL,1324,7,AW00000121,7472FF87-0FBC-4D1F-B599-D47B51B41CF0,15:07.3,0
122,NULL,1880,8,AW00000122,094EB96D-D265-474D-869E-D9BACE4745A7,15:07.3,0
123,NULL,718,9,AW00000123,BC0A8115-7E8F-4FAA-947F-FD315C30250D,15:07.3,0
124,NULL,1326,10,AW00000124,2F614C31-ABAE-42D0-820B-193F0DDC811E,15:07.3,0
125,NULL,1878,2,AW00000125,69AF6E37-EAD1-4FBD-82F0-61CE3B35F943,15:07.3,0
126,NULL,716,2,AW00000126,B03EFE01-3333-4805-9913-99323C143526,15:07.3,0
127,NULL,1328,1,AW00000127,EF55103F-ACC7-4BFD-89B1-20A04845E706,15:07.3,0
128,NULL,1876,1,AW00000128,03F73E74-8DE5-421E-B5AF-04B259268DD6,15:07.3,0
129,NULL,714,3,AW00000129,E03DB34C-BF17-407D-9423-FA22DBFDD292,15:07.3,0
130,NULL,1330,4,AW00000130,606ECDC2-6443-4E4B-897F-32D4C17AB894,15:07.3,0
131,NULL,1874,4,AW00000131,ED0DF7CC-6234-4D60-8B81-315C019F5356,15:07.3,0
132,NULL,712,3,AW00000132,7649E8AF-3DAB-43AA-B7DF-9776F84DFB71,15:07.3,0
133,NULL,978,4,AW00000133,4F61574B-8353-42EC-825C-87896E6E16A4,15:07.3,0
134,NULL,1872,5,AW00000134,FD0D8467-48D9-42B8-A4E6-DABC96F58925,15:07.3,0
135,NULL,710,5,AW00000135,DFFD552F-30E0-488A-AC07-83C9A7B075C7,15:07.3,0
136,NULL,980,6,AW00000136,84CD4767-F142-4D9D-9033-AD3ADE34BF74,15:07.3,0
137,NULL,418,6,AW00000137,D6A1AEE7-25EF-4417-AB10-65BC21661864,15:07.3,0
138,NULL,708,6,AW00000138,91B9EF4B-2FA8-4936-AC71-1FA1B3624D12,15:07.3,0
139,NULL,982,7,AW00000139,23A1A3E2-16F0-40AA-87D4-F4AE97D12581,15:07.3,0
140,NULL,416,8,AW00000140,01CD7E33-EDD0-46A9-8505-F3E85D9F21F4,15:07.3,0
141,NULL,706,9,AW00000141,E0B29CC8-066D-4F7F-98C3-0F5136BB85D9,15:07.3,0
142,NULL,984,10,AW00000142,B821D13F-E9DB-4A3B-87D0-7E867A161575,15:07.3,0
143,NULL,520,2,AW00000143,95E93EFE-78E9-470C-B4A7-4DD6A5D0F14B,15:07.3,0
144,NULL,704,2,AW00000144,53C1A4AC-2DE2-4AB5-808F-523BE758AD29,15:07.3,0
145,NULL,522,1,AW00000145,FEC5609D-042B-4480-B1BA-55F2D4107327,15:07.3,0
146,NULL,518,1,AW00000146,5475E9DD-98CA-4989-B7A2-3FC929BEEA12,15:07.3,0
147,NULL,702,3,AW00000147,03836A0B-7AD8-4115-8D23-6EFA0D8DEEA1,15:07.3,0
148,NULL,524,3,AW00000148,79355855-A002-4393-BB6E-36F90913FA4D,15:07.3,0
149,NULL,516,3,AW00000149,BAA99D94-2FC2-4A1C-8B67-2C3210EB90C3,15:07.3,0
150,NULL,700,4,AW00000150,285C5DD7-75D6-460D-97BA-AA86D86637C0,15:07.3,0
151,NULL,526,4,AW00000151,7F2891F7-DD88-470B-95AE-CC9A7D732B1F,15:07.3,0
152,NULL,650,5,AW00000152,E07B697E-74C1-4F52-818F-32531696F7AB,15:07.3,0
153,NULL,514,5,AW00000153,10C2DA66-32A2-4C63-998F-9B18CDD6E3B0,15:07.3,0
154,NULL,626,6,AW00000154,4F60F75E-B20A-4056-874C-B7F3BD33BF3F,15:07.3,0
155,NULL,648,6,AW00000155,3B56CD66-5DDF-430C-AB41-3FF6A1836868,15:07.3,0
156,NULL,512,6,AW00000156,CFFFAAFB-98DC-4392-84F9-FB3229F35265,15:07.3,0
157,NULL,628,7,AW00000157,DA4968B5-6BA0-4478-BBDC-3A00E9A1B59E,15:07.3,0
158,NULL,646,8,AW00000158,C48CFB9B-45A2-4DC2-B932-BA8C2572E833,15:07.3,0
159,NULL,456,9,AW00000159,EB0F31C8-C2CF-46CD-8F92-C4059190A9C6,15:07.3,0
160,NULL,658,10,AW00000160,B42D510D-3AE4-4911-88CF-8D90D6BD0922,15:07.3,0
161,NULL,820,2,AW00000161,5A1817B3-6C90-4C17-ADF8-B30A06F92141,15:07.3,0
162,NULL,454,2,AW00000162,F4D0EE10-E276-4A3D-8D3B-E1904195F1B8,15:07.3,0
163,NULL,660,1,AW00000163,989F9F3A-7CB8-4083-8CDA-291C682BE73C,15:07.3,0
164,NULL,818,1,AW00000164,5A323ACA-74A2-4CA0-AA3B-E1AE299AAD08,15:07.3,0
165,NULL,506,4,AW00000165,3CDBD3EA-DA78-4F9A-8EEC-8DA4C050C817,15:07.3,0
166,NULL,662,4,AW00000166,F644D9DC-4CED-49E8-8587-CE859E466DFA,15:07.3,0
167,NULL,816,4,AW00000167,515D4A13-4E60-4D0C-8F22-BB89A9D312AD,15:07.3,0
168,NULL,504,4,AW00000168,FCE18386-F492-4D4A-A6D2-FB7EF20C57FC,15:07.3,0
169,NULL,804,1,AW00000169,2D6BBC35-BC19-4CB4-A61B-46899D3A4237,15:07.3,0
170,NULL,814,5,AW00000170,1F8334E8-3DDC-4530-A1D2-E0BAB826476E,15:07.3,0
171,NULL,502,5,AW00000171,3C40E926-090D-4A7A-9E9D-D9222AE910C5,15:07.3,0
172,NULL,806,6,AW00000172,324C671D-DD10-4EE2-857A-767917ACC2A3,15:07.3,0
173,NULL,812,6,AW00000173,FDC12E98-898B-4C22-972F-F0EBFBFCB7B0,15:07.3,0
174,NULL,500,6,AW00000174,9C4DDEFA-AABD-4A51-AB90-998985FB7D2F,15:07.3,0
175,NULL,808,7,AW00000175,66F2342A-7CC4-4F5F-A218-8791B21A9173,15:07.3,0
176,NULL,446,8,AW00000176,10219F9C-BEF1-4CAC-A435-D75342C43153,15:07.3,0
177,NULL,688,9,AW00000177,6ABC1437-87FF-49FE-8B91-9EEEEB4143D4,15:07.3,0
178,NULL,810,10,AW00000178,05B8FB77-FC67-4279-AEBD-4162D21B9A11,15:07.3,0
179,NULL,444,2,AW00000179,F7F8B200-1294-4419-9DAC-8194231AC9B7,15:07.3,0
180,NULL,686,3,AW00000180,F7CFF29E-F164-424E-B005-BF8CF317AF27,15:07.3,0
181,NULL,1292,1,AW00000181,3D3D4CD0-7F5D-4BD9-A589-08881095BC5A,15:07.3,0
182,NULL,442,1,AW00000182,D3DA2FF4-51C0-4FCB-A936-1B910458D752,15:07.3,0
183,NULL,684,3,AW00000183,B2051957-B411-44E1-BCA5-63FECB5368F2,15:07.3,0
184,NULL,1294,4,AW00000184,A65C523A-498D-4314-A727-D17A8B2779F6,15:07.3,0
185,NULL,1196,4,AW00000185,5014E91D-7B0E-495A-B429-FF915BE9D2FD,15:07.3,0
186,NULL,682,4,AW00000186,48D3E26E-C051-4B24-A37F-A88F5294F25F,15:07.3,0
187,NULL,1296,4,AW00000187,3329CE97-BB9F-4C36-9197-A6EEE803BD94,15:07.3,0
188,NULL,1194,5,AW00000188,2AF36044-25F9-476C-961D-A8EFD29E2C4F,15:07.3,0
189,NULL,680,5,AW00000189,3ED50D2B-A57B-4238-BB31-2F96996DB362,15:07.3,0
190,NULL,1298,6,AW00000190,91154406-0118-4A11-BB1B-366EDFB5C97A,15:07.3,0
191,NULL,1192,6,AW00000191,A2F63E12-1C66-41C2-AAC0-57D87F1861D9,15:07.3,0
192,NULL,678,6,AW00000192,84401968-8977-4380-9B4E-D5149C8126C0,15:07.3,0
193,NULL,1300,7,AW00000193,74CB0417-1626-4586-A8C8-6F0331B08C50,15:07.3,0
194,NULL,1190,8,AW00000194,3941081B-24ED-44F1-8009-CD17693423A0,15:07.3,0
195,NULL,676,9,AW00000195,CD4CC2C3-9FB4-4DAB-95CC-A054B1171786,15:07.3,0
196,NULL,1302,10,AW00000196,5F0EB2D3-4691-4F71-8E9B-A3EACFA4A1D5,15:07.3,0
197,NULL,1188,3,AW00000197,47B64828-BC4C-4940-AA23-92006BF0D7F1,15:07.3,0
198,NULL,452,3,AW00000198,B17DE285-DF9A-487B-8773-75844A101CD0,15:07.3,0
199,NULL,1304,1,AW00000199,F0CD52D1-B838-451E-B015-5414AB7D9154,15:07.3,0
200,NULL,1186,1,AW00000200,7C96C878-A038-4B2F-825F-016C922D6407,15:07.3,0
201,NULL,450,4,AW00000201,FF8EB66D-37D8-46FB-B6E2-30A1FAC37947,15:07.3,0
202,NULL,1306,4,AW00000202,E50D76BB-E3F7-419F-A6D2-20061538FCEA,15:07.3,0
203,NULL,1184,4,AW00000203,B05AAA08-ABC9-41E1-B113-65347A2EE406,15:07.3,0
204,NULL,448,4,AW00000204,C807870F-FA5D-44CB-B373-47ECAC52C1D8,15:07.3,0
205,NULL,1404,4,AW00000205,9DB0BD27-5CE6-4F6D-8C90-A85422B86060,15:07.3,0
206,NULL,1182,5,AW00000206,F0B3A736-DD1D-4412-AF94-083990D01965,15:07.3,0
207,NULL,414,5,AW00000207,CA07B43C-6FB2-4160-B1AC-FAAEA2A1CCF1,15:07.3,0
208,NULL,1406,6,AW00000208,6005E7A8-0101-4BE2-B8C1-F4AD936E496F,15:07.3,0
209,NULL,1180,6,AW00000209,E5A50573-0D83-4200-A80C-9F690AF69FCC,15:07.3,0
210,NULL,412,6,AW00000210,FF748558-EA94-4C67-A764-D1480B0F8548,15:07.3,0
211,NULL,1408,7,AW00000211,98158631-9D58-4222-BCBD-CB0B90CBCE17,15:07.3,0
212,NULL,1178,8,AW00000212,4DB27C1B-60CE-4060-B84D-2F83F7A04C4A,15:07.3,0
213,NULL,410,9,AW00000213,374EACA4-B406-4D8E-B122-184EFC4122FA,15:07.3,0
214,NULL,1410,10,AW00000214,402E4D5F-27C3-4197-87E8-32AA42E41BB6,15:07.3,0
215,NULL,1176,2,AW00000215,3C8FDA7C-6E91-4779-A45E-234774092C78,15:07.3,0
216,NULL,544,2,AW00000216,4F58A074-EA37-49F8-B0C1-FDC3E0A08677,15:07.3,0
217,NULL,1412,1,AW00000217,5CFC3A75-DDC6-4C65-B4C3-15BF96C92983,15:07.3,0
218,NULL,1174,1,AW00000218,3C098480-0D9B-409C-8156-C7610415AC5B,15:07.3,0
219,NULL,1172,3,AW00000219,D39CCCE3-C4A6-441D-8A3C-96507627746D,15:07.3,0
220,NULL,542,3,AW00000220,81305A48-9F6E-4415-B7AA-488BA04A8F7E,15:07.3,0
221,NULL,1414,4,AW00000221,98EA497E-45D0-4C54-821A-4FDD9A751095,15:07.3,0
222,NULL,1170,3,AW00000222,3DB84B19-4063-4EC2-B1B4-317DEE133A25,15:07.3,0
223,NULL,1158,3,AW00000223,994837FE-10A8-47DF-B7B8-86C4E6932FD0,15:07.3,0
224,NULL,1416,5,AW00000224,8B943679-47D7-48F4-BBB9-1020A2F634CD,15:07.3,0
225,NULL,1168,5,AW00000225,AD085784-02A0-4A02-B79C-446A9F8F7EBF,15:07.3,0
226,NULL,1156,6,AW00000226,CF860E9B-816A-406E-A64A-7965772D5487,15:07.3,0
227,NULL,1418,6,AW00000227,1FFA0236-84EE-415A-BE61-94CE863715EA,15:07.3,0
228,NULL,1166,6,AW00000228,C751DD7E-51D9-4D2D-AEED-C818EEE56CEB,15:07.3,0
229,NULL,1154,7,AW00000229,25B9F9FC-40B0-463F-B6B9-B345E7B46874,15:07.3,0
230,NULL,1420,8,AW00000230,6AC62AD2-FF1F-4151-B2A2-969847A7BAF1,15:07.3,0
231,NULL,550,9,AW00000231,0AC6FEF1-C8D5-46F7-8E4C-FE522A0E4917,15:07.3,0
232,NULL,1152,10,AW00000232,AA451BD5-FFC2-436C-A295-81B350A5B899,15:07.3,0
233,NULL,1422,2,AW00000233,4E10867D-98DA-4CCC-ADF2-92A3EDB6E7C1,15:07.3,0
234,NULL,548,2,AW00000234,60552ADB-643C-461A-9DFD-57029760B59A,15:07.3,0
235,NULL,1150,1,AW00000235,A4DF6D50-5068-4FA9-B4CA-A3195EB29BB6,15:07.3,0
236,NULL,1424,1,AW00000236,21801FB2-6EA6-4FE5-9444-7E09E8BA907C,15:07.3,0
237,NULL,546,3,AW00000237,B8F7D9D3-E498-40C2-8C7E-FB1C98C43756,15:07.3,0
238,NULL,1148,3,AW00000238,3ECD14CB-463C-4375-B81B-D6E60A48B83D,15:07.3,0
239,NULL,1426,4,AW00000239,48AA4A1E-F209-4B29-A276-113EC94AA6DD,15:07.3,0
240,NULL,1956,4,AW00000240,C581A495-5772-4EB1-943A-9E94E2387814,15:07.3,0
241,NULL,1146,4,AW00000241,FF342E5E-445C-4900-AA71-F15656A7D24D,15:07.3,0
242,NULL,1428,5,AW00000242,01D8CEF9-298D-49A8-AFC4-FFA9F5B6D1F0,15:07.3,0
243,NULL,1954,5,AW00000243,62F14FDC-02DA-47EC-A1AF-5B95E963A14B,15:07.3,0
244,NULL,1144,6,AW00000244,8FF82BED-93D5-4248-99E2-47F53055EC2D,15:07.3,0
245,NULL,1430,6,AW00000245,4A122BDD-4393-42BC-AD49-37E43A0414F6,15:07.3,0
246,NULL,1952,6,AW00000246,CEE9F2DF-2BE7-48B9-8E41-343ADC82F8C4,15:07.3,0
247,NULL,1142,7,AW00000247,0764E4DB-C9D4-4C8B-964D-F7FAD1C567FB,15:07.3,0
248,NULL,1432,8,AW00000248,CF89A228-A4D7-4C95-ABDC-181F2716892E,15:07.3,0
249,NULL,1950,9,AW00000249,C2C4F287-0FBE-436C-8FB8-0E95125DFE61,15:07.3,0
250,NULL,1140,10,AW00000250,CB1ED6CB-18A1-4F7C-8079-DC400B6E506F,15:07.3,0
251,NULL,1434,2,AW00000251,50FC67E2-4FEA-4191-A01B-E850214B3B3E,15:07.3,0
252,NULL,1948,2,AW00000252,3CEA9DD6-E7D0-4892-87D1-4BBA655BCC7A,15:07.3,0
253,NULL,1138,1,AW00000253,E09AB347-7FB1-453F-A4BD-377E68EC8C33,15:07.3,0
254,NULL,472,1,AW00000254,2F89E8DD-A3C3-4ED4-A604-4B3D45DD1BEA,15:07.3,0
255,NULL,1946,4,AW00000255,0A21109F-02B0-4601-B4F7-2ED62C342385,15:07.3,0
256,NULL,1136,4,AW00000256,0B6DB35B-B8B4-4B51-9154-C33E12B38C75,15:07.3,0
257,NULL,474,4,AW00000257,A24F5A79-DD85-4EB2-A6A2-6E7026763FF8,15:07.3,0
258,NULL,1944,4,AW00000258,5549DF48-409F-4C2A-B97B-900EB598843C,15:07.3,0
259,NULL,1134,4,AW00000259,2C3F7A56-819C-4E83-B791-3CE02366D3CF,15:07.3,0
260,NULL,476,5,AW00000260,0446B06C-94D3-44DF-96D3-0BAF8124E5D4,15:07.3,0
261,NULL,1942,5,AW00000261,F6B51FEA-D82E-440F-BC5E-508D33BA7D0F,15:07.3,0
262,NULL,1132,6,AW00000262,1C783210-2B1E-46E2-A2C8-23E610FEEB3C,15:07.3,0
263,NULL,580,6,AW00000263,F665A873-61A2-4B21-B9FF-B5903BEAF759,15:07.3,0
264,NULL,1940,6,AW00000264,A5CE11CE-239C-4849-9683-14F37025A2C1,15:07.3,0
265,NULL,590,7,AW00000265,1CD5E09A-9C62-4AD1-9C86-0E17A4512D6E,15:07.3,0
